StockCode,Description,UnitPrice,Nouns,Category,PriceSegment
23214,JINGLE BELL HEART ANTIQUE GOLD,2.08,"['jingle', 'bell', 'heart', 'antique', 'gold']",Home Decor,Premium
23215,JINGLE BELL HEART ANTIQUE SILVER,2.08,"['jingle', 'bell', 'heart', 'antique', 'silver']",Home Decor,Premium
23216,LAUREL HEART ANTIQUE GOLD,1.25,"['laurel', 'heart', 'gold']",Home Decor,Standard
23217,LAUREL HEART ANTIQUE SILVER,1.25,"['laurel', 'heart', 'antique', 'silver']",Home Decor,Standard
23218,LAUREL STAR ANTIQUE GOLD,1.25,"['laurel', 'star', 'antique', 'gold']",Other,Standard
23219,LAUREL STAR ANTIQUE SILVER,1.25,"['laurel', 'star', 'antique', 'silver']",Other,Standard
23220,REINDEER HEART DECORATION GOLD,0.83,"['reindeer', 'heart', 'decoration', 'gold']",Home Decor,Budget
23221,REINDEER HEART DECORATION SILVER,0.83,"['reindeer', 'heart', 'decoration', 'silver']",Home Decor,Budget
23222,CHRISTMAS TREE HANGING GOLD,0.83,"['christmas', 'tree', 'gold']",Christmas,Budget
23223,CHRISTMAS TREE HANGING SILVER,0.83,"['christmas', 'tree', 'silver']",Christmas,Budget
23224,CHERUB HEART DECORATION GOLD,0.83,"['cherub', 'heart', 'decoration', 'gold']",Home Decor,Budget
23225,CHERUB HEART DECORATION SILVER,0.83,"['cherub', 'heart', 'decoration', 'silver']",Home Decor,Budget
23226,FILIGREE HEART DAISY WHITE,1.25,"['heart', 'daisy']",Home Decor,Standard
23227,FILIGREE HEART BUTTERFLY WHITE,1.25,"['heart', 'butterfly', 'white']",Home Decor,Standard
23228,FILIGREE HEART BIRD WHITE,1.25,"['heart', 'bird']",Home Decor,Standard
23229,VINTAGE DONKEY TAIL GAME,3.75,"['vintage', 'donkey', 'tail', 'game']",Toys,Premium
23230,WRAP ALPHABET DESIGN,0.42,"['wrap', 'alphabet']",Home Decor,Budget
23231,WRAP DOILEY DESIGN,0.42,"['wrap', 'doiley', 'design']",Home Decor,Budget
23232,WRAP VINTAGE PETALS  DESIGN,0.42,"['wrap', 'vintage', 'petals', 'design']",Home Decor,Budget
23233,WRAP POPPIES  DESIGN,0.42,"['wrap', 'design']",Home Decor,Budget
23234,BISCUIT TIN VINTAGE CHRISTMAS,2.89,"['biscuit', 'tin', 'vintage', 'christmas']",Kitchen,Premium
23235,STORAGE TIN VINTAGE LEAF,2.89,"['storage', 'tin', 'vintage', 'leaf']",Kitchen,Premium
23236,DOILEY STORAGE TIN,2.89,"['doiley', 'storage', 'tin']",Kitchen,Premium
23237,SET OF 4 KNICK KNACK TINS LEAVES,4.15,"['knick', 'knack', 'tin']",Kitchen,Luxury
23238,SET OF 4 KNICK KNACK TINS LONDON,4.15,"['knick', 'knack', 'tin', 'london']",Kitchen,Luxury
23239,SET OF 4 KNICK KNACK TINS POPPIES,4.15,"['knick', 'knack', 'tin']",Kitchen,Luxury
23240,SET OF 4 KNICK KNACK TINS DOILEY,4.15,"['knick', 'knack', 'tin', 'doiley']",Kitchen,Luxury
23241,TREASURE TIN GYMKHANA DESIGN,2.08,"['treasure', 'tin', 'gymkhana', 'design']",Home Decor,Premium
23242,TREASURE TIN BUFFALO BILL,2.08,"['treasure', 'tin', 'buffalo', 'bill']",Kitchen,Premium
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4.95,"['set', 'tea', 'coffee', 'sugar', 'tins', 'pantry']",Kitchen,Luxury
23244,ROUND STORAGE TIN VINTAGE LEAF,1.95,"['round', 'storage', 'tin', 'vintage', 'leaf']",Kitchen,Premium
23245,SET OF 3 REGENCY CAKE TINS,4.95,"['regency', 'cake', 'tin']",Kitchen,Luxury
23247,BISCUIT TIN 50'S CHRISTMAS,2.89,"['biscuit', 'tin', 'christmas']",Kitchen,Premium
23249,VINTAGE RED ENAMEL TRIM PLATE,1.65,"['vintage', 'enamel', 'trim', 'plate']",Kitchen,Standard
23250,VINTAGE RED TRIM ENAMEL BOWL,1.25,"['vintage', 'red', 'trim', 'enamel', 'bowl']",Kitchen,Standard
23251,VINTAGE RED ENAMEL TRIM MUG,1.25,"['vintage', 'enamel', 'mug']",Kitchen,Standard
23252,VINTAGE RED ENAMEL TRIM JUG,3.75,"['vintage', 'enamel', 'jug']",Kitchen,Premium
23253,16 PIECE CUTLERY SET PANTRY DESIGN,15.95,"['piece', 'cutlery', 'set', 'pantry', 'design']",Home Decor,Luxury
23254,CHILDRENS CUTLERY DOLLY GIRL,4.15,"['childrens', 'cutlery', 'girl']",Toys,Luxury
23255,CHILDRENS CUTLERY CIRCUS PARADE,4.15,"['childrens', 'cutlery', 'circus', 'parade']",Other,Luxury
23256,CHILDRENS CUTLERY SPACEBOY,4.15,"['childrens', 'cutlery', 'spaceboy']",Other,Luxury
23263,SET OF 3 WOODEN HEART DECORATIONS,1.25,"['heart', 'decoration']",Home Decor,Standard
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1.25,"['sleigh', 'decoration']",Home Decor,Standard
23265,SET OF 3 WOODEN TREE DECORATIONS,1.25,"['tree', 'decoration']",Home Decor,Standard
23266,SET OF 3 WOODEN STOCKING DECORATION,1.25,"['stocking', 'decoration']",Home Decor,Standard
23267,SET OF 4 SANTA PLACE SETTINGS,1.25,"['set', 'santa', 'place', 'setting']",Kitchen,Standard
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1.45,"['ceramic', 'christmas', 'reindeer']",Christmas,Standard
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1.45,"['ceramic', 'christmas', 'trees']",Christmas,Standard
23270,SET OF 2 CERAMIC PAINTED HEARTS,1.45,"['ceramic', 'hearts']",Home Decor,Standard
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,0.83,"['christmas', 'table', 'candle', 'silver', 'spike']",Home Decor,Budget
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,1.65,"['tree', 't', 'light', 'holder', 'willie', 'winkie']",Home Decor,Standard
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1.65,"['heart', 't', 'light', 'holder', 'willie', 'winkie']",Home Decor,Standard
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1.65,"['star', 't', 'light', 'holder', 'willie', 'winkie']",Home Decor,Standard
23275,SET OF 3 HANGING OWLS OLLIE BEAK,1.25,"['owls', 'ollie', 'beak']",Other,Standard
23280,FOLDING BUTTERFLY MIRROR HOT PINK,0.83,"['butterfly', 'mirror', 'pink']",Home Decor,Budget
23281,FOLDING BUTTERFLY MIRROR RED,0.83,"['butterfly', 'mirror', 'red']",Home Decor,Budget
23282,FOLDING BUTTERFLY MIRROR IVORY,0.83,"['butterfly', 'mirror', 'ivory']",Home Decor,Budget
23283,DOORMAT VINTAGE LEAVES DESIGN,7.95,"['doormat', 'vintage', 'leaves']",Home Decor,Luxury
23284,DOORMAT KEEP CALM AND COME IN,7.95,"['doormat', 'calm']",Other,Luxury
23285,PINK VINTAGE SPOT BEAKER,0.85,"['pink', 'vintage', 'spot', 'beaker']",Garden,Budget
23286,BLUE VINTAGE SPOT BEAKER,0.85,"['blue', 'vintage', 'spot', 'beaker']",Garden,Budget
23287,RED VINTAGE SPOT BEAKER,0.85,"['red', 'vintage', 'spot', 'beaker']",Garden,Budget
23288,GREEN VINTAGE SPOT BEAKER,0.85,"['green', 'vintage', 'spot', 'beaker']",Garden,Budget
23289,DOLLY GIRL CHILDRENS BOWL,1.25,"['girl', 'childrens', 'bowl']",Kitchen,Standard
23290,SPACEBOY CHILDRENS BOWL,1.25,"['spaceboy', 'bowl']",Kitchen,Standard
23291,DOLLY GIRL CHILDRENS CUP,1.25,"['girl', 'childrens', 'cup']",Kitchen,Standard
23292,SPACE BOY CHILDRENS CUP,1.25,"['space', 'boy', 'childrens', 'cup']",Kitchen,Standard
23293,SET OF 12 FAIRY CAKE BAKING CASES,0.83,"['fairy', 'cake', 'case']",Bags,Budget
23294,SET OF 6 SNACK LOAF BAKING CASES,0.83,"['snack', 'loaf', 'case']",Bags,Budget
23295,SET OF 12 MINI LOAF BAKING CASES,0.83,"['loaf', 'case']",Bags,Budget
23296,SET OF 6 TEA TIME BAKING CASES,1.25,"['tea', 'time', 'case']",Bags,Standard
23297,SET 40 HEART SHAPE PETIT FOUR CASES,1.65,"['set', 'heart', 'petit', 'case']",Home Decor,Standard
23298,SPOTTY BUNTING,4.95,"['spotty', 'bunting']",Kitchen,Luxury
23299,FOOD COVER WITH BEADS SET 2,3.75,"['food', 'cover', 'beads', 'set']",Jewellery,Premium
23300,GARDENERS KNEELING PAD CUP OF TEA,1.65,"['kneeling', 'pad', 'cup', 'tea']",Kitchen,Standard
23301,GARDENERS KNEELING PAD KEEP CALM,1.65,"['kneeling', 'pad', 'calm']",Garden,Standard
23302,KNEELING MAT HOUSEWORK  DESIGN,1.65,"['kneeling', 'mat', 'housework', 'design']",Home Decor,Standard
23303,SET 4 PICNIC CUTLERY FONDANT,1.95,"['set', 'picnic', 'cutlery', 'fondant']",Other,Premium
23304,SET 4 PICNIC CUTLERY CHERRY,1.95,"['set', 'picnic', 'cutlery', 'cherry']",Other,Premium
23305,SET 4 PICNIC CUTLERY BLUEBERRY,1.95,"['set', 'picnic', 'cutlery', 'blueberry']",Other,Premium
23306,SET OF 36 DOILIES PANTRY DESIGN,1.45,"['doilies', 'pantry']",Home Decor,Standard
23307,SET OF 60 PANTRY DESIGN CAKE CASES,0.55,"['pantry', 'design', 'cake', 'case']",Home Decor,Budget
23308,SET OF 60 VINTAGE LEAF CAKE CASES,0.55,"['vintage', 'leaf', 'cake', 'case']",Bags,Budget
23309,SET OF 60 I LOVE LONDON CAKE CASES,0.55,"['love', 'london', 'cake', 'case']",Bags,Budget
23310,BUBBLEGUM RING ASSORTED,0.42,"['bubblegum', 'ring']",Jewellery,Budget
23311,VINTAGE CHRISTMAS STOCKING,2.55,"['vintage', 'christmas', 'stocking']",Christmas,Premium
23312,VINTAGE CHRISTMAS GIFT SACK,4.15,"['vintage', 'christmas', 'gift', 'sack']",Christmas,Luxury
23313,VINTAGE CHRISTMAS BUNTING,4.95,"['vintage', 'christmas', 'bunting']",Kitchen,Luxury
23314,VINTAGE CHRISTMAS TABLECLOTH,12.5,"['vintage', 'christmas', 'tablecloth']",Christmas,Luxury
23315,IVORY REFECTORY CLOCK,9.95,"['ivory', 'refectory', 'clock']",Home Decor,Luxury
23316,RED REFECTORY CLOCK,9.95,"['refectory', 'clock']",Home Decor,Luxury
23317,BLUE REFECTORY CLOCK,9.95,"['blue', 'refectory', 'clock']",Home Decor,Luxury
23318,BOX OF 6 MINI VINTAGE CRACKERS,2.49,"['box', 'mini', 'vintage', 'cracker']",Other,Premium
23319,BOX OF 6 MINI 50'S CRACKERS,2.49,"['box', 'mini', 'cracker']",Other,Premium
23320,GIANT 50'S CHRISTMAS CRACKER,2.89,"['giant', 'christmas', 'cracker']",Christmas,Premium
23321,SMALL WHITE HEART OF WICKER,1.65,"['small', 'white', 'heart', 'wicker']",Home Decor,Standard
23322,LARGE WHITE HEART OF WICKER,2.95,"['heart', 'wicker']",Home Decor,Premium
23323,WHITE WICKER STAR,2.1,"['white', 'wicker', 'star']",Other,Premium
23324,RUSTIC STRAWBERRY JAMPOT LARGE,2.08,"['rustic', 'jampot', 'large']",Garden,Premium
23325,RUSTIC STRAWBERRY JAMPOT SMALL,1.65,"['rustic', 'jampot', 'small']",Garden,Standard
23326,HANGING MINI COLOURED BOTTLES,0.63,"['coloured', 'bottle']",Kitchen,Budget
23327,HANGING CLEAR MINI BOTTLE,0.63,"['clear', 'mini', 'bottle']",Kitchen,Budget
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3.75,"['set', 'school', 'milk', 'bottle', 'crate']",Kitchen,Premium
23329,DECORATIVE WICKER HEART LARGE,1.65,"['wicker', 'heart', 'large']",Home Decor,Standard
23330,DECORATIVE WICKER HEART MEDIUM,1.25,"['wicker', 'heart', 'medium']",Home Decor,Standard
23331,DECORATIVE WICKER HEART SMALL,0.63,"['wicker', 'heart']",Home Decor,Budget
23332,IVORY WICKER HEART LARGE,1.65,"['ivory', 'wicker', 'heart', 'large']",Home Decor,Standard
23333,IVORY WICKER HEART MEDIUM,1.25,"['ivory', 'wicker', 'heart', 'medium']",Home Decor,Standard
23334,IVORY WICKER HEART SMALL,0.63,"['ivory', 'wicker', 'heart', 'small']",Home Decor,Budget
23335,EGG FRYING PAN IVORY,2.08,"['egg', 'pan', 'ivory']",Other,Premium
23336,EGG FRYING PAN PINK,2.08,"['egg', 'pan', 'pink']",Other,Premium
23337,EGG FRYING PAN MINT,2.08,"['egg', 'pan', 'mint']",Other,Premium
23338,EGG FRYING PAN RED,2.08,"['egg', 'pan', 'red']",Other,Premium
23339,EGG FRYING PAN BLUE,2.08,"['egg', 'pan', 'blue']",Other,Premium
23340,VINTAGE CHRISTMAS CAKE FRILL,1.65,"['vintage', 'christmas', 'cake', 'frill']",Christmas,Standard
23341,PINK DINER WALL CLOCK,8.5,"['pink', 'diner', 'wall', 'clock']",Home Decor,Luxury
23342,MINT DINER WALL CLOCK,8.5,"['mint', 'diner', 'wall', 'clock']",Home Decor,Luxury
23343,JUMBO BAG VINTAGE CHRISTMAS,2.08,"['jumbo', 'bag', 'vintage', 'christmas']",Bags,Premium
23344,JUMBO BAG 50'S CHRISTMAS,2.08,"['jumbo', 'bag', 'christmas']",Bags,Premium
23345,DOLLY GIRL BEAKER,1.25,"['girl', 'beaker']",Toys,Standard
23346,SPACEBOY BEAKER,1.25,"['spaceboy', 'beaker']",Other,Standard
23347,I LOVE LONDON BEAKER,1.25,"['london', 'beaker']",Other,Standard
23348,CHILDRENS TOY COOKING UTENSIL SET,2.08,"['childrens', 'toy', 'cooking', 'utensil', 'set']",Toys,Premium
23349,ROLL WRAP VINTAGE CHRISTMAS,1.25,"['roll', 'wrap', 'vintage', 'christmas']",Christmas,Standard
23350,ROLL WRAP VINTAGE SPOT,1.25,"['roll', 'wrap', 'vintage', 'spot']",Garden,Standard
23351,ROLL WRAP 50'S CHRISTMAS,1.25,"['roll', 'christmas']",Christmas,Standard
23352,ROLL WRAP 50'S RED CHRISTMAS,1.25,"['roll', 'red', 'christmas']",Christmas,Standard
23353,6 GIFT TAGS VINTAGE CHRISTMAS,0.83,"['gift', 'tags', 'vintage', 'christmas']",Christmas,Budget
23354,6 GIFT TAGS 50'S CHRISTMAS,0.83,"['gift', 'tags', 'christmas']",Christmas,Budget
23355,HOT WATER BOTTLE KEEP CALM,4.95,"['water', 'bottle', 'calm']",Kitchen,Luxury
23356,LOVE HOT WATER BOTTLE,5.95,"['love', 'hot', 'water', 'bottle']",Kitchen,Luxury
23357,HOT WATER BOTTLE SEX BOMB,4.95,"['water', 'bottle', 'sex', 'bomb']",Kitchen,Luxury
23358,HOT STUFF HOT WATER BOTTLE,3.75,"['stuff', 'water', 'bottle']",Kitchen,Premium
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,1.95,"['t', 'lights', 'vintage', 'doiley']",Home Decor,Premium
23360,SET 8 CANDLES VINTAGE DOILEY,1.95,"['set', 'candles', 'vintage', 'doiley']",Home Decor,Premium
23365,SET 12 COLOUR PENCILS LOVE LONDON,0.65,"['set', 'colour', 'pencils', 'love', 'london']",Stationery,Budget
23366,SET 12 COLOURING PENCILS DOILY,0.65,"['set', 'pencils', 'doily']",Stationery,Budget
23367,SET 12 COLOUR PENCILS SPACEBOY,0.65,"['set', 'colour', 'pencil', 'spaceboy']",Stationery,Budget
23368,SET 12 COLOUR PENCILS DOLLY GIRL,0.65,"['set', 'colour', 'pencil', 'girl']",Stationery,Budget
23369,SET 36 COLOUR PENCILS LOVE LONDON,1.25,"['set', 'colour', 'pencils', 'love', 'london']",Stationery,Standard
23370,SET 36 COLOUR PENCILS DOILEY,1.25,"['set', 'colour', 'pencil', 'doiley']",Stationery,Standard
23371,SET 36 COLOUR PENCILS SPACEBOY,1.25,"['set', 'colour', 'pencil', 'spaceboy']",Stationery,Standard
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1.25,"['set', 'colour', 'pencil', 'girl']",Stationery,Standard
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,0.82,"['vintage', 'christmas', 'paper', 'gift', 'bag']",Stationery,Budget
23374,RED SPOT PAPER GIFT BAG,0.82,"['red', 'spot', 'paper', 'gift', 'bag']",Stationery,Budget
23375,50'S CHRISTMAS PAPER GIFT BAG,0.82,"['christmas', 'paper', 'gift', 'bag']",Stationery,Budget
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,0.39,"['pack', 'vintage', 'christmas', 'tissue']",Christmas,Budget
23377,PACK OF 12 DOLLY GIRL TISSUES,0.39,"['pack', 'dolly', 'girl', 'tissue']",Toys,Budget
23378,PACK OF 12 50'S CHRISTMAS TISSUES,0.39,"['pack', 'christmas', 'tissue']",Christmas,Budget
23379,PACK OF 12 RED APPLE TISSUES,0.39,"['pack', 'apple', 'tissue']",Other,Budget
23380,PACK OF 12 VINTAGE DOILY TISSUES,0.39,"['pack', 'vintage', 'doily', 'tissue']",Other,Budget
23381,PACK OF 12 VINTAGE LEAF TISSUES,0.39,"['pack', 'vintage', 'tissue']",Other,Budget
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,3.75,"['box', 'christmas', 'cake', 'decoration']",Home Decor,Premium
23388,WOODLAND MINI BACKPACK,4.15,"['woodland', 'mini', 'backpack']",Other,Luxury
23389,SPACEBOY MINI BACKPACK,4.15,"['spaceboy', 'mini', 'backpack']",Other,Luxury
23390,DOLLY GIRL MINI BACKPACK,4.15,"['girl', 'mini', 'backpack']",Toys,Luxury
23391,I LOVE LONDON MINI BACKPACK,4.15,"['london', 'mini', 'backpack']",Other,Luxury
23392,SPACEBOY ROCKET LOLLY MAKERS,2.08,"['spaceboy', 'rocket', 'lolly', 'maker']",Other,Premium
23393,HOME SWEET HOME CUSHION COVER,3.75,"['home', 'sweet', 'cushion', 'cover']",Food,Premium
23394,POSTE FRANCE CUSHION COVER,3.75,"['poste', 'france', 'cushion', 'cover']",Other,Premium
23395,BELLE JARDINIERE CUSHION COVER,3.75,"['belle', 'jardiniere', 'cushion', 'cover']",Kitchen,Premium
23396,BUTTERFLY CUSHION COVER,3.75,"['butterfly', 'cushion', 'cover']",Other,Premium
23397,FOOT STOOL HOME SWEET HOME,9.95,"['foot', 'stool', 'home', 'sweet']",Food,Luxury
23398,HANGING HEART BONHEUR,0.85,"['heart', 'bonheur']",Home Decor,Budget
23399,HOME SWEET HOME HANGING HEART,0.85,"['home', 'sweet', 'heart']",Home Decor,Budget
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,6.25,"['shelf', 'hooks', 'home', 'sweet']",Food,Luxury
23401,RUSTIC MIRROR WITH LACE HEART,6.25,"['lace', 'heart']",Home Decor,Luxury
23402,HOME SWEEET HOME 3 PEG HANGER,3.75,"['home', 'sweeet', 'peg']",Other,Premium
23403,LETTER HOLDER HOME SWEET HOME,3.75,"['letter', 'holder', 'home', 'sweet']",Home Decor,Premium
23404,HOME SWEET HOME BLACKBOARD,4.95,"['home', 'sweet', 'blackboard']",Food,Luxury
23405,HOME SWEET HOME 2 DRAWER CABINET,4.95,"['home', 'sweet', 'drawer', 'cabinet']",Food,Luxury
23406,HOME SWEET HOME KEY HOLDER,6.25,"['home', 'sweet', 'key', 'holder']",Home Decor,Luxury
23407,SET OF 2 TRAYS HOME SWEET HOME,9.95,"['tray', 'home', 'sweet']",Kitchen,Luxury
23408,PHOTO FRAME LINEN AND LACE SMALL,2.08,"['photo', 'frame', 'linen', 'lace']",Home Decor,Premium
23409,PHOTO FRAME LINEN AND LACE LARGE,3.75,"['photo', 'frame', 'linen', 'lace', 'large']",Home Decor,Premium
23410,CURIO CABINET LINEN AND LACE,8.15,"['curio', 'cabinet', 'linen', 'lace']",Other,Luxury
23411,TRELLIS COAT RACK,4.95,"['trellis', 'coat', 'rack']",Clothing,Luxury
23412,HEART MIRROR ANTIQUE WHITE,7.5,"['heart', 'mirror']",Home Decor,Luxury
23413,VINTAGE COFFEE GRINDER BOX,4.95,"['vintage', 'coffee', 'grinder', 'box']",Food,Luxury
23414,ZINC BOX SIGN HOME,9.95,"['zinc', 'box', 'home']",Home Decor,Luxury
23415,HOME SWEET HOME HOOK,1.65,"['home', 'sweet', 'hook']",Food,Standard
23416,CHAMBRE HOOK,1.65,"['chambre', 'hook']",Other,Standard
23417,BATHROOM HOOK,1.65,"['bathroom', 'hook']",Other,Standard
23418,LAVENDER TOILETTE BOTTLE,2.08,['bottle'],Kitchen,Premium
23419,HOME SWEET HOME BOTTLE,2.08,"['home', 'sweet', 'bottle']",Kitchen,Premium
23420,PANTRY HOOK TEA STRAINER,2.08,"['pantry', 'hook', 'tea', 'strainer']",Food,Premium
23421,PANTRY HOOK SPATULA,2.08,"['pantry', 'hook', 'spatula']",Other,Premium
23422,PANTRY HOOK BALLOON WHISK,2.08,"['pantry', 'hook', 'whisk']",Toys,Premium
23423,PANTRY 3 HOOK ROLLING PIN HANGER,3.75,"['pantry', 'hook', 'pin']",Other,Premium
23424,GINGHAM RECIPE BOOK BOX,4.95,"['gingham', 'recipe', 'book', 'box']",Stationery,Luxury
23425,STORAGE TIN HOME SWEET HOME,2.49,"['storage', 'tin', 'home', 'sweet']",Kitchen,Premium
23426,METAL SIGN DROP YOUR PANTS,2.89,"['metal', 'pant']",Home Decor,Premium
23427,STOOL HOME SWEET HOME,12.5,"['home', 'sweet']",Food,Luxury
23428,IVORY RETRO KITCHEN WALL CLOCK,8.15,"['ivory', 'kitchen', 'wall', 'clock']",Home Decor,Luxury
23429,RED RETRO KITCHEN WALL CLOCK,8.15,"['kitchen', 'wall', 'clock']",Home Decor,Luxury
23430,BLUE RETRO KITCHEN WALL CLOCK,8.15,"['blue', 'kitchen', 'wall', 'clock']",Home Decor,Luxury
23431,NATURAL HANGING QUILTED HEARTS,0.83,"['natural', 'heart']",Home Decor,Budget
23432,PRETTY HANGING QUILTED HEARTS,0.83,"['pretty', 'hanging', 'heart']",Home Decor,Budget
23433,HANGING QUILTED PATCHWORK APPLES,0.83,"['hanging', 'quilted', 'patchwork', 'apples']",Other,Budget
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,0.79,"['raffia', 'ribbon', 'christmas']",Christmas,Budget
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,0.79,"['raffia', 'vintage', 'christmas']",Christmas,Budget
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,1.25,"['gift', 'bag', 'vintage', 'christmas']",Bags,Standard
23437,50'S CHRISTMAS GIFT BAG LARGE,1.25,"['christmas', 'gift', 'bag', 'large']",Bags,Standard
23438,RED SPOT GIFT BAG LARGE,1.25,"['red', 'spot', 'gift', 'bag', 'large']",Garden,Standard
23439,HAND WARMER RED LOVE HEART,2.1,"['hand', 'warmer', 'red', 'love', 'heart']",Home Decor,Premium
23440,PAINT YOUR OWN EGGS IN CRATE,2.08,"['paint', 'eggs', 'crate']",Other,Premium
23441,HAND PAINTED HANGING EASTER EGG,0.42,"['hand', 'easter', 'egg']",Other,Budget
23442,12 HANGING EGGS HAND PAINTED,2.08,"['eggs', 'hand']",Other,Premium
23444,Next Day Carriage,15.0,"['day', 'carriage']",Toys,Luxury
23445,ICE CREAM BUBBLES,0.83,"['ice', 'cream', 'bubbles']",Beauty,Budget
23446,BLUE BUNNY EASTER EGG BASKET,1.65,"['blue', 'bunny', 'easter', 'egg', 'basket']",Other,Standard
23447,PINK BUNNY EASTER EGG BASKET,1.65,"['pink', 'bunny', 'easter', 'egg', 'basket']",Other,Standard
23448,CREAM BUNNY EASTER EGG BASKET,1.65,"['cream', 'bunny', 'easter', 'egg', 'basket']",Beauty,Standard
23449,SET OF 6 EASTER RAINBOW CHICKS,1.25,"['easter', 'rainbow', 'chick']",Other,Standard
23451,SQUARE MINI PORTRAIT FRAME,1.95,"['square', 'mini', 'portrait', 'frame']",Home Decor,Premium
23452,HEART MINI PORTRAIT FRAME,1.95,"['heart', 'portrait', 'frame']",Home Decor,Premium
23453,OVAL  MINI PORTRAIT FRAME,1.95,"['oval', 'mini', 'portrait', 'frame']",Home Decor,Premium
23454,SET OF 3 MINI HANGING PORTRAITS,4.15,"['mini', 'portrait']",Other,Luxury
23455,SMALL PARLOUR PICTURE FRAME,2.89,"['picture', 'frame']",Home Decor,Premium
23456,MEDIUM PARLOUR PICTURE FRAME,4.15,"['medium', 'picture', 'frame']",Home Decor,Luxury
23457,LARGE PARLOUR PICTURE FRAME,4.95,"['picture', 'frame']",Home Decor,Luxury
23458,DOLLY CABINET 3 DRAWERS,14.95,"['dolly', 'cabinet', 'drawer']",Toys,Luxury
23459,DOLLY CABINET 2 DRAWERS,12.5,"['dolly', 'cabinet', 'drawer']",Toys,Luxury
23460,SWEETHEART WALL TIDY,9.95,"['sweetheart', 'wall', 'tidy']",Home Decor,Luxury
23461,SWEETHEART BIRD HOUSE,4.15,"['sweetheart', 'bird', 'house']",Home Decor,Luxury
23462,ROCOCO WALL MIRROR WHITE,19.95,"['rococo', 'wall', 'mirror', 'white']",Home Decor,Luxury
23463,VINTAGE ZINC WATERING CAN,9.95,"['vintage', 'zinc', 'watering']",Garden,Luxury
23464,VINTAGE ZINC WATERING CAN SMALL,4.95,"['vintage', 'zinc', 'watering']",Garden,Luxury
23465,TUSCAN VILLA FEEDING STATION,8.25,"['tuscan', 'villa', 'feeding', 'station']",Other,Luxury
23466,TUSCAN VILLA DOVECOTE,8.25,"['villa', 'dovecote']",Other,Luxury
23467,VINTAGE ZINC PLANTER,3.29,"['vintage', 'zinc', 'planter']",Garden,Premium
23468,TUSCAN VILLA BIRD TABLE,8.25,"['tuscan', 'villa', 'bird', 'table']",Other,Luxury
23469,CARD HOLDER LOVE BIRD SMALL,4.15,"['card', 'holder', 'love', 'bird']",Stationery,Luxury
23470,CARD HOLDER LOVE BIRD LARGE,6.25,"['card', 'holder', 'love', 'bird', 'large']",Stationery,Luxury
23471,SIX DRAWER OFFICE TIDY,9.95,"['drawer', 'office', 'tidy']",Other,Luxury
23472,NINE DRAWER OFFICE TIDY,14.95,"['drawer', 'office', 'tidy']",Other,Luxury
23473,WOODLAND SMALL RED FELT HEART,0.83,"['small', 'red', 'felt', 'heart']",Home Decor,Budget
23474,WOODLAND SMALL BLUE FELT HEART,0.83,"['woodland', 'small', 'blue', 'felt', 'heart']",Home Decor,Budget
23475,WOODLAND SMALL PINK FELT HEART,0.83,"['small', 'pink', 'felt', 'heart']",Home Decor,Budget
23476,WOODLAND LARGE RED FELT HEART,1.25,"['woodland', 'large', 'red', 'felt', 'heart']",Home Decor,Standard
23477,WOODLAND LARGE BLUE FELT HEART,1.25,"['woodland', 'large', 'blue', 'felt', 'heart']",Home Decor,Standard
23478,WOODLAND LARGE PINK FELT HEART,1.25,"['woodland', 'large', 'pink', 'felt', 'heart']",Home Decor,Standard
23479,WIRE EGG BASKET,7.85,"['wire', 'egg']",Other,Luxury
23480,MINI LIGHTS WOODLAND MUSHROOMS,3.75,"['lights', 'woodland', 'mushroom']",Home Decor,Premium
23481,PEARLISED IVORY HEART SMALL,1.25,"['ivory', 'heart', 'small']",Home Decor,Standard
23482,PEARLISED IVORY HEART LARGE,1.65,"['ivory', 'heart', 'large']",Home Decor,Standard
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1.25,"['butterfly', 't', 'light', 'holder']",Home Decor,Standard
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,2.89,"['heart', 'trellistriple', 't', 'light', 'holder']",Home Decor,Premium
23485,BOTANICAL GARDENS WALL CLOCK,25.0,"['botanical', 'gardens', 'wall', 'clock']",Home Decor,Luxury
